x0,v0,V0,x0_scale,gamma,trajectory_type
0.503551,1.69872,0.968136,1.06775,0.496647,oscillating
-0.756208,4.81111,1.08931,1.02472,0.707452,diverging
-0.392056,-2.30435,0.660199,0.845074,0.161606,diverging
0.628798,0.500579,1.04269,0.879247,0.603394,converging
0.119121,0.464419,1.22581,1.13088,0.487403,converging
1.49661,0.0880707,1.3315,1.25289,0.791448,converging
-0.517165,-1.92195,1.63294,0.622816,0.654613,converging
-0.224625,-2.16503,1.77694,0.636158,0.267097,oscillating
1.58773,-4.51459,0.812956,1.22124,0.441354,diverging
-1.865,-0.588317,0.869537,1.11543,0.479481,oscillating
0.450673,-1.76885,1.75028,0.691949,0.198695,oscillating
-0.722083,-1.22687,1.83861,1.13994,0.096794,oscillating
1.10549,1.95709,1.72615,0.447525,0.882144,oscillating
0.347635,-6.19874,0.822914,1.15572,0.0342344,diverging
-0.0588181,6.52951,1.72667,0.705784,0.312801,diverging
0.817191,0.337543,0.701429,1.50794,0.101563,oscillating
0.885544,-3.76036,1.77723,1.25125,0.221278,diverging
0.630477,0.780015,2.14087,0.574071,0.210597,converging
-0.783885,-2.83088,0.895416,1.0235,0.0169923,diverging
0.022992,2.32985,0.949614,1.23127,0.763643,converging
-0.768831,1.51027,0.694863,0.773924,0.20303,diverging
-1.71298,2.12465,1.64555,1.01277,0.335466,oscillating
-0.693874,-1.33227,1.525,0.982073,0.346958,oscillating
-1.73631,-2.12938,1.55304,0.518482,0.731358,diverging
-0.261362,-0.897797,1.67916,1.01468,0.0333924,oscillating
0.142295,-2.85506,1.73826,1.56429,0.285597,oscillating
-0.12281,-2.50159,2.14445,0.665876,0.163153,diverging
-0.849499,-2.93185,1.43171,0.980241,0.0998498,diverging
-0.857766,-3.43127,2.59354,1.08788,0.310233,diverging
-0.166106,-0.0749925,1.61923,0.808833,0.398504,converging
-1.18888,1.33723,1.57266,0.902046,0.320199,converging
1.4827,-1.35027,1.38375,0.506136,0.304935,oscillating
0.459046,0.463088,0.80635,0.52575,0.502426,converging
-1.44947,0.446891,1.31626,1.19455,0.374238,converging
0.049454,-0.986193,0.881296,1.04803,0.0980277,oscillating
-2.39893,-0.0285997,2.26736,1.32711,0.414079,converging
-0.288697,-0.953057,2.01671,0.969835,0.413484,converging
-0.130657,2.0478,1.09381,1.3838,0.739876,converging
0.0669762,-0.386865,0.587426,1.51743,0.715349,converging
0.873247,0.501307,1.35693,0.435877,0.275435,converging
0.251222,0.60484,2.38252,0.619815,0.628294,converging
-0.430006,-0.302399,1.0641,1.06232,0.161464,converging
-0.43727,0.488909,0.803719,0.905214,0.669537,converging
-1.16855,0.126734,1.24835,0.656668,0.658435,converging
0.423239,2.47413,1.52224,0.940207,0.116186,diverging
-1.09239,-4.42151,1.34724,1.14509,0.491976,diverging
0.799142,-0.293274,1.5407,1.02926,0.104641,oscillating
0.749118,4.92305,1.84942,0.752641,0.271992,diverging
-0.116397,-2.11854,0.86094,0.987528,0.000668641,diverging
0.253516,0.853364,2.15832,0.808574,0.310141,converging
1.26611,-3.99124,1.47563,0.666459,0.347715,diverging
-0.6574,1.58874,1.38688,0.988853,0.496005,converging
0.46544,-1.98918,1.40565,0.950111,0.408749,converging
0.117679,2.25731,1.49554,0.558585,0.281176,diverging
0.190841,3.51982,0.65615,1.25185,0.246761,diverging
0.547857,0.149503,1.65127,1.19768,0.700859,converging
-0.465607,0.547235,0.973379,1.27046,0.663187,converging
-0.340031,-0.734434,1.21463,0.843958,0.33306,converging
-1.05978,-1.17155,1.85424,1.268,0.396828,converging
-1.10528,3.53973,2.43036,1.08283,0.312808,diverging
-0.312923,2.23144,1.34604,1.57538,0.141138,diverging
0.467994,-1.04615,1.15928,0.984104,0.379281,converging
-1.47656,1.03019,2.17538,1.10403,0.099576,oscillating
-0.65165,-3.31863,1.17098,1.35743,0.0973077,diverging
0.660862,2.19761,1.56591,0.490285,0.294752,diverging
1.95887,3.6411,1.64274,0.61974,0.223863,diverging
-0.351651,3.2721,1.81785,1.02033,0.201407,diverging
-1.44179,1.23884,1.76977,1.20769,0.65834,converging
1.40081,0.618915,1.76344,0.804381,0.55977,converging
-0.276448,-1.20714,1.34186,0.765289,0.198785,oscillating
2.03912,1.56227,1.64958,0.583512,0.615415,oscillating
1.72751,2.91388,2.00865,1.25453,0.327705,diverging
0.99478,-0.595568,2.50644,0.429763,0.232277,converging
-0.231992,-6.34443,1.94754,1.20846,0.0847394,diverging
0.784957,-1.42758,0.810435,1.02878,0.0503104,diverging
-0.664422,-0.591855,1.22028,0.653752,0.654919,converging
2.11516,0.000123314,1.69768,1.00731,0.04756,oscillating
-0.391953,-1.61916,1.31253,1.45299,0.0340021,diverging
0.865329,1.59094,0.836757,1.50128,0.0760428,diverging
-0.108527,-1.9512,1.72322,0.895625,0.290865,oscillating
0.950636,-0.213701,2.25115,0.851375,0.0645592,oscillating
0.112798,-2.55267,1.41257,0.686146,0.648058,oscillating
0.968375,-2.30971,1.28179,1.18114,0.327411,oscillating
0.874241,0.0581162,1.21239,1.30005,0.182506,oscillating
-1.83997,1.18922,1.9874,1.0076,0.574614,converging
-0.326873,-3.36189,1.30292,1.25948,0.337748,diverging
-0.208531,0.776051,1.83317,1.21121,0.218102,converging
-0.0603031,-1.67556,1.29956,0.944383,0.301144,oscillating
0.297732,2.34634,0.736066,1.22911,0.00325074,diverging
-0.488382,-0.985449,2.49064,1.13487,0.511433,converging
0.903609,2.16995,2.36181,0.913701,0.370258,oscillating
-0.223872,1.68468,0.967366,0.884789,0.232165,oscillating
-0.705783,-0.0613375,1.43543,0.498749,0.356771,converging
0.728306,-2.62056,1.44338,1.02309,0.1411,diverging
1.11568,0.182521,1.61835,1.20014,0.767205,converging
-0.294954,5.55858,1.64208,0.774135,0.320266,diverging
0.170583,0.88817,1.56132,0.810038,0.261114,converging
0.736352,-3.51977,1.23307,1.25092,0.341532,diverging
-0.287942,2.11588,1.10629,0.817809,0.201172,diverging
1.28429,-2.14865,1.99065,0.835076,0.348401,oscillating
0.882702,-0.782838,1.40695,0.750515,0.382466,converging
1.20516,-4.37483,2.00638,1.00721,0.143509,diverging
-0.680351,-2.70791,1.20578,1.73476,0.294287,diverging
-0.806916,1.92803,0.727261,0.884825,0.220381,diverging
0.693625,-2.58591,2.62145,0.668705,0.238564,diverging
-0.480532,-4.0581,2.61233,0.931695,0.158333,diverging
0.856181,0.642237,1.64478,1.55488,0.0371721,oscillating
-1.41027,-2.56249,1.37506,0.879818,0.116404,diverging
-0.987677,-1.31706,2.14723,1.19574,0.21815,oscillating
-0.363849,-2.40395,1.66934,0.656659,0.261796,diverging
-0.914009,1.90491,0.51541,0.593476,0.168104,diverging
-0.837589,2.0243,0.702987,0.925791,0.657706,converging
-0.00803748,-1.94449,0.94525,0.556625,0.101796,diverging
1.84473,-0.444551,1.37569,0.729039,0.10352,oscillating
-1.61335,-3.20201,1.59956,1.27629,0.266095,diverging
-1.1405,2.36044,1.9707,1.16172,0.0923375,diverging
-0.875184,7.42973,1.74428,1.10808,0.610091,diverging
-0.235895,2.00928,1.91459,0.709924,0.245023,oscillating
-0.654774,-1.96723,1.53954,1.03027,0.044964,diverging
0.662555,3.56944,1.26311,0.714771,0.462727,diverging
0.248476,0.800016,2.39968,1.75573,0.567267,converging
2.10641,-2.43122,1.32272,1.6322,0.475365,oscillating
1.41311,3.18161,2.09399,1.24294,0.0292908,diverging
-1.1975,4.09682,2.05125,1.35412,0.825861,converging
1.65153,0.620501,1.90775,1.0674,0.455119,converging
2.24833,-1.28792,2.12971,0.761375,0.692629,converging
-0.956991,1.5696,1.35728,1.03986,0.145031,oscillating
-0.484336,-1.26032,1.9284,1.20209,0.0429712,oscillating
0.918076,4.24807,2.11358,0.679586,0.66932,diverging
-0.973084,-1.75786,1.44312,0.906429,0.239537,oscillating
-0.927071,4.22014,1.57065,1.13646,0.638169,oscillating
0.445699,-3.65272,1.36674,1.52391,0.710277,oscillating
-1.23749,0.540488,0.757503,1.01369,0.285231,converging
-1.64293,2.30526,2.31487,0.901681,0.0927706,diverging
-1.53443,1.73383,2.11025,0.682532,0.0617445,diverging
-1.38698,1.26349,1.41363,0.709943,0.514109,converging
-2.23841,-4.25886,1.72095,0.739622,0.481248,diverging
0.375008,2.53173,0.668073,1.5001,0.0758932,diverging
2.02631,1.44793,1.91284,1.17825,0.387849,oscillating
-0.843004,-2.45758,0.628267,0.807274,0.320603,diverging
0.81953,-4.3645,1.80877,1.19854,0.281703,diverging
0.847031,-2.75576,1.86379,1.03635,0.552786,converging
0.455727,-5.73187,1.91986,1.12491,0.45998,diverging
0.442287,-1.26561,1.03688,0.752333,0.0746324,oscillating
-0.437748,-0.579407,1.42193,1.34686,0.584541,converging
0.429199,2.13261,1.43048,0.963274,0.231756,diverging
-2.5005,-1.12055,1.37671,1.26257,0.597347,oscillating
0.198164,4.76703,2.22947,0.696704,0.165143,diverging
1.02484,-0.446484,1.31899,0.928081,0.455395,converging
-0.273929,0.00333448,1.19297,0.772697,0.253344,converging
0.987031,1.58329,1.52212,1.16866,0.520454,oscillating
0.748541,2.88322,1.87712,1.4082,0.661433,oscillating
-0.367965,3.12516,1.47343,1.32807,0.548768,oscillating
-0.705712,0.0737227,1.16582,0.43753,0.0200589,oscillating
-0.12679,-0.959819,1.56191,0.626142,0.274516,converging
0.699146,-0.695148,2.29344,1.12014,0.5382,converging
0.496304,1.74501,1.07709,0.665689,0.363755,oscillating
0.594899,-4.27553,1.50295,0.831354,0.810647,oscillating
-2.28757,0.477932,0.910776,0.909225,0.613396,converging
1.86556,-0.0905672,1.9466,0.974325,0.254318,oscillating
-0.860917,4.37528,1.48542,1.08267,0.318522,diverging
0.729448,-0.182361,1.4397,1.08091,0.115488,oscillating
-0.561325,-2.94768,0.629108,0.7688,0.418468,diverging
0.0109627,1.12147,2.20533,0.75112,0.39147,converging
0.233152,0.281501,1.79602,1.3156,0.158388,converging
0.547879,-3.08803,1.98147,0.568291,0.0958612,diverging
-0.416129,-0.407739,1.67105,1.49202,0.364767,converging
0.977788,0.411187,1.45425,0.935439,0.5031,converging
-0.330078,3.49196,1.61141,0.955638,0.177489,diverging
0.0168846,-6.96492,1.582,1.32952,0.111791,diverging
0.146915,3.90705,1.86676,1.00137,0.134247,diverging
0.757784,2.52387,1.96996,0.818393,0.0189902,diverging
1.59899,-1.2492,1.78281,1.19612,0.137502,oscillating
-0.888204,-1.14388,1.83767,1.13795,0.203923,oscillating
0.258364,3.95874,1.53023,1.28806,0.348344,diverging
-0.518438,-0.156335,1.1987,1.13288,0.628017,converging
0.309334,-1.37092,1.45974,0.843121,0.0863993,oscillating
0.191704,1.95738,1.37702,0.678221,0.599785,converging
-0.556229,2.32491,1.36396,1.01518,0.123241,diverging
1.48486,0.000573848,2.19765,0.519722,0.207202,oscillating
0.496711,-0.571984,2.21818,0.550162,0.853659,converging
1.57104,-2.34265,1.97082,1.10383,0.0204141,diverging
-0.487602,1.05427,0.780271,1.01103,0.923528,converging
1.01448,1.55134,1.908,1.12156,0.289217,oscillating
-0.240753,-4.03787,1.8549,0.729618,0.581556,diverging
-0.150081,-0.964687,1.22998,1.04134,0.0989349,oscillating
0.959266,1.8809,2.04026,0.967836,0.153754,diverging
0.287934,-1.70574,0.77422,1.13535,0.172274,diverging
0.350037,-1.89043,0.838144,0.522639,0.176473,diverging
-1.18714,3.2154,1.47494,1.5766,0.158052,diverging
-1.51828,2.60987,1.75583,1.37996,0.117762,diverging
-1.04509,-4.06375,1.02081,1.17055,0.405018,diverging
1.37605,0.663942,2.46689,1.15496,0.400017,converging
0.815798,0.346971,1.12191,0.739722,0.190488,oscillating
-0.0106552,5.06323,2.33841,0.731111,0.130311,diverging
-1.37847,0.932346,0.942382,1.00335,0.174884,oscillating
-0.220707,-1.44904,1.9885,0.843238,0.404346,converging
0.548871,-1.10806,1.84687,1.40089,0.491661,converging
-1.03841,1.40951,1.95111,1.25213,0.543747,converging
1.23588,-2.47725,1.51677,0.964211,0.0990685,diverging
2.19216,-1.85843,2.21857,1.10917,0.117706,diverging
1.89019,0.150604,0.850512,1.03408,0.26851,oscillating
0.392512,0.0273622,1.79357,1.12745,0.700756,converging
0.762046,-0.880559,2.14282,1.28133,0.68401,converging
1.05209,3.37712,1.18314,0.900608,0.649314,diverging
-1.23826,0.621857,1.4357,1.24366,0.300157,converging
0.338521,1.41717,0.781699,1.63846,0.739317,converging
-0.0155455,5.88674,1.01175,0.934948,0.26508,diverging
-1.099,1.53216,1.70518,1.06498,0.511701,converging
-0.782626,0.0489899,1.5622,0.701505,0.218296,converging
-0.560385,-0.103105,1.8362,1.31042,0.744878,converging
0.808622,3.0383,1.9798,0.837244,0.216556,diverging
1.20733,0.159413,2.1534,1.11396,0.0939456,oscillating
-0.640895,2.7113,1.43438,0.967442,0.681827,converging
-1.37642,-2.05508,1.77817,0.743765,0.249552,diverging
-0.184635,0.911559,1.83713,0.849332,0.163578,converging
1.4281,-5.45595,1.75761,1.33232,0.342917,diverging
0.657532,-0.862897,2.14413,0.612503,0.379715,converging
-0.191646,1.00322,1.23482,1.13697,0.417712,converging
1.28072,0.490974,1.35431,1.20296,0.33578,converging
0.0158121,3.96964,2.03827,1.61318,0.00763755,diverging
1.03841,3.11134,1.51097,1.01731,0.460617,diverging
0.720941,0.868593,1.39851,1.20636,0.310763,converging
-1.91623,1.26578,1.82614,1.27797,0.262304,oscillating
-0.15511,2.64125,1.83531,0.871062,0.162107,diverging
0.184112,1.34607,1.70617,0.963485,0.338049,converging
0.398488,2.77787,2.23372,0.499323,0.322844,diverging
-0.6338,-0.799428,1.01176,0.987176,0.124718,oscillating
0.71595,1.94281,1.07902,0.802203,0.337591,diverging
-1.4818,4.29798,1.53845,0.998897,0.286674,diverging
0.660392,-3.19551,2.14964,0.847919,0.138424,diverging
0.815608,-2.20907,0.891844,1.46203,0.402371,oscillating
1.7611,-0.763799,0.70014,0.656091,0.47509,converging
-2.50225,-2.87963,0.91259,1.21553,0.246941,diverging
-0.485638,0.499063,1.41317,1.10905,0.384016,converging
0.904247,2.16766,1.5201,1.35452,0.120756,diverging
2.57253,0.895537,0.726215,0.870308,0.544565,diverging
-0.366505,1.4653,1.35148,1.25462,0.163553,oscillating
1.22941,3.20103,1.56452,0.630319,0.374738,diverging
-0.0953173,-3.9878,2.58941,0.859134,0.554849,diverging
-0.0203277,-1.671,0.599629,1.175,0.0755074,diverging
0.391528,-3.55782,1.34095,0.458201,0.106111,diverging
0.669382,0.588965,2.52081,0.402599,0.324732,converging
1.04572,-4.59298,1.55489,0.78542,0.229906,diverging
0.636533,5.48175,1.8156,1.26667,0.356364,diverging
-0.942331,-3.05468,1.51922,0.788083,0.162873,diverging
2.07392,1.03937,1.63917,0.708733,0.0945935,diverging
-0.516162,-0.747447,1.41362,1.10329,0.0269834,oscillating
-0.33897,-1.82611,1.34062,1.45724,0.217019,oscillating
2.00234,0.935828,1.60307,0.727629,0.365231,oscillating
-0.00654165,-1.97382,2.1341,0.870755,0.598245,converging
-0.262473,-3.87164,1.20608,1.17297,0.0810779,diverging
0.808904,4.77328,2.12438,1.39815,0.288908,diverging
1.12367,-1.32351,1.28417,0.574734,0.0824162,diverging
0.118339,0.931859,1.12618,0.715372,0.439411,converging
-0.0374274,-0.732901,1.20114,0.502911,0.28313,converging
1.88849,-3.16132,1.86197,1.6445,0.19247,diverging
-1.66403,-1.09264,1.32263,1.02089,0.539345,oscillating
-0.979128,1.18165,1.53955,1.25648,0.152301,oscillating
0.82999,0.58871,1.67287,1.46443,0.495265,converging
-0.666571,2.30053,1.72332,0.905617,0.168787,diverging
0.0204883,-2.93523,1.50971,0.812921,0.31995,diverging
-0.214215,-2.44095,1.30662,0.77261,0.434395,oscillating
2.38832,2.21224,1.31806,1.657,0.306573,diverging
0.682226,-0.710378,1.76892,1.63107,0.410096,converging
-1.591,-0.776742,1.39779,0.647348,0.0287036,diverging
-0.204073,0.0667944,1.16175,1.42374,0.673467,converging
0.0798538,-5.45788,1.63182,1.27224,0.534034,diverging
1.35429,4.00976,1.11956,1.12125,0.147205,diverging
-0.243755,-1.9891,1.08353,1.10831,0.528693,converging
-0.80687,-2.73531,1.80889,0.907455,0.196648,diverging
0.180026,-0.523645,1.11376,1.13218,0.762166,converging
-0.0563024,1.00542,1.41845,1.49955,0.163758,oscillating
1.17874,5.22884,1.45548,0.889203,0.508672,diverging
-0.637652,1.81559,1.64299,1.19858,0.792756,converging
0.095926,-0.354266,1.56416,1.36861,0.106197,converging
-1.59377,2.05439,1.54961,1.6342,0.126355,diverging
-2.22033,1.02244,1.67543,1.14167,0.584792,converging
0.0793136,-2.63902,1.25409,1.49066,0.600123,oscillating
-0.443888,-0.775018,1.46217,0.629437,0.405851,converging
0.76558,2.81614,1.13341,0.734274,0.24753,diverging
1.08817,1.53173,1.6549,0.522338,0.47191,oscillating
-0.266898,-3.69512,2.10862,0.991166,0.368022,diverging
-0.351186,4.73663,1.96172,0.768932,0.613501,diverging
-0.79612,-0.490624,1.37851,0.468559,0.390953,converging
-1.08102,0.807614,2.04496,0.755393,0.601769,converging
-0.775997,4.44725,1.83675,0.636203,0.449622,diverging
1.8854,-1.04514,1.0405,1.64125,0.549516,converging
-1.09445,-1.85508,1.28449,1.63468,0.367717,oscillating
1.7142,-0.746214,1.04091,1.03993,0.259967,oscillating
-0.0937506,-0.61407,1.81112,0.82833,0.179387,converging
-2.14556,-0.912264,1.30685,1.02522,0.350757,oscillating
0.168428,-1.37783,1.82803,1.30635,0.312618,converging
-2.0595,-1.48833,1.74224,1.0943,0.236342,diverging
0.652716,-4.24348,2.15534,0.717987,0.266255,diverging
1.7735,2.8838,1.24432,0.834143,0.438105,diverging
0.743928,2.28309,1.40106,1.28392,0.0617784,diverging
-0.772194,2.06459,1.08532,1.31206,0.796049,converging
1.08449,0.518479,1.33323,1.07492,0.509338,converging
1.38948,2.24869,0.808083,1.13156,0.155621,diverging
1.01569,0.317826,1.6565,1.09541,0.131184,oscillating
-1.94829,4.24892,1.53139,0.546277,0.282221,diverging
0.0845412,-0.81822,0.750729,0.47512,0.461416,converging
0.279901,1.0931,1.33218,0.940704,0.170341,oscillating
-0.248958,-0.398788,1.25919,0.901067,0.141904,converging
0.390637,-3.21935,0.952212,1.05257,0.213618,diverging
0.0830102,-2.79195,0.984015,0.786112,0.182148,diverging
-1.30316,1.79047,1.60621,0.970878,0.253433,oscillating
0.411459,-1.27062,1.51792,1.63349,0.390563,converging
-1.32991,1.80051,1.4243,0.842467,0.503176,converging
0.354329,-1.49563,1.384,0.984842,0.633638,converging
0.634202,-3.65277,1.75867,0.833892,0.454142,diverging
-0.113549,2.1588,1.8459,0.926506,0.239861,oscillating
-1.93964,-1.42264,1.05828,1.51143,0.109735,diverging
0.334829,1.54578,1.68912,1.18212,0.523328,converging
0.645282,-2.67629,1.27525,0.912241,0.367995,diverging
0.314251,-7.04198,2.03791,1.09312,0.292815,diverging
0.331939,0.0629835,2.39731,0.492025,0.361924,converging
-1.12282,-2.42692,1.3793,0.586854,0.00437802,diverging
0.655592,-4.214,2.0292,0.988325,0.149386,diverging
-0.00784629,-3.95898,2.66686,1.15139,0.614086,oscillating
-0.407949,4.5628,1.40677,0.609634,0.297357,diverging
-0.515449,1.48688,2.47652,0.566554,0.44523,converging
0.236076,2.25237,1.2643,0.578729,0.280162,diverging
-0.366445,-3.49682,1.77482,0.581576,0.201202,diverging
-1.77907,-4.20817,0.968356,0.706468,0.076264,diverging
-0.022729,-5.15883,1.20152,1.13324,0.00568143,diverging
-0.975966,0.379033,1.62716,0.662168,0.105426,oscillating
-2.75259,2.58217,1.21653,0.917901,0.419173,oscillating
0.251264,0.29428,1.56877,1.44043,0.173926,converging
0.148466,-2.97132,1.53699,1.54205,0.215039,diverging
-0.385166,1.25626,1.29114,1.28541,0.87539,converging
1.84332,0.900776,1.48747,1.0676,0.39661,oscillating
-1.05617,0.535302,1.45333,0.494792,0.343836,converging
0.22414,6.30369,1.86235,0.845376,0.187622,diverging
2.59704,-1.79885,1.67488,0.813013,0.283898,oscillating
0.870788,0.919742,1.20105,0.544185,0.594738,converging
-1.17666,-2.0206,1.9015,1.10073,0.571908,oscillating
0.0500015,2.53344,1.35084,1.05925,0.299882,diverging
0.139217,2.28416,1.82004,0.850055,0.547032,converging
-0.894782,-0.469564,1.07364,0.941963,0.0838195,oscillating
0.817222,-1.36416,1.53069,1.01657,0.503641,converging
-1.0818,2.08677,1.39778,1.24747,0.450049,converging
-0.792269,-0.0512941,2.36746,0.735826,0.484787,converging
0.639739,0.605022,1.19376,1.08903,0.333763,converging
-1.63307,-2.87003,1.61821,1.09057,0.283835,diverging
-1.08489,1.48554,0.965303,1.21749,0.434702,converging
-0.360038,2.21353,1.93969,1.03491,0.00320108,diverging
-1.31961,2.63761,1.75208,1.09641,0.649713,converging
0.295777,0.82409,1.24167,0.931975,0.373442,converging
0.857894,-2.14664,1.35553,1.10705,0.0531197,diverging
-0.735082,7.18274,1.78111,0.509232,0.553552,diverging
-2.92027,-2.55903,1.52284,0.795772,0.323169,diverging
1.60663,4.78254,1.56023,1.55149,0.238928,diverging
-0.658749,-0.039464,1.0071,1.13549,0.299366,converging
-0.298929,-0.380862,2.0527,1.06595,0.392036,converging
1.82336,1.42545,1.48821,0.867216,0.165802,diverging
1.24445,1.60173,1.62014,1.19553,0.557071,oscillating
-2.93208,-1.18594,1.9862,1.09623,0.217755,diverging
-0.392277,2.46696,1.27795,1.113,0.603005,converging
-1.75121,0.39636,1.84448,1.32219,0.757773,converging
1.30195,1.10294,0.672124,1.3803,0.125806,diverging
0.172851,-1.72338,1.44001,0.891138,0.305207,converging
0.429363,0.916914,1.47675,0.968139,0.256456,converging
-0.178323,5.1403,1.29954,0.94319,0.436695,diverging
1.9066,2.8505,0.910155,1.16682,0.0386886,diverging
2.72293,1.20917,2.00236,1.07268,0.15026,diverging
1.28233,3.89306,1.82698,1.48197,0.25385,diverging
-0.221654,3.96744,1.51801,1.29188,0.201072,diverging
0.854149,4.5386,0.618888,1.34784,0.033633,diverging
0.422062,-1.83541,2.47775,0.908707,0.0471711,oscillating
-0.517198,-0.641958,1.70364,0.526427,0.330484,converging
1.6248,1.85707,1.69907,0.627304,0.204736,diverging
1.11113,-1.28501,1.53731,1.13607,0.299585,oscillating
-0.243029,3.20037,1.65557,0.980382,0.139589,diverging
-2.46415,-1.63149,1.27096,0.694622,0.886193,oscillating
-1.28842,-2.47885,1.33027,0.893198,0.75322,oscillating
-0.326981,-4.07119,1.06413,0.940502,0.434138,diverging
2.11626,-2.282,1.26489,0.706715,0.144649,diverging
-0.539559,2.60485,1.94388,0.862425,0.391904,oscillating
-1.31679,3.69436,2.42901,1.16116,0.214052,diverging
-0.43743,-2.79099,1.24767,0.801752,0.072408,diverging
0.723639,0.49157,1.26044,0.93791,0.274515,converging
-1.41153,0.323461,2.23774,0.741001,0.125029,oscillating
-0.42248,-2.35183,1.98161,0.514222,0.333578,diverging
-0.192012,4.31981,2.15156,0.761168,0.186373,diverging
0.652978,0.650978,1.76234,0.828697,0.615655,converging
1.43985,4.4025,1.65737,1.19596,0.325953,diverging
0.4901,-0.934512,0.874257,0.608975,0.279017,converging
-0.298328,-2.13623,1.22711,0.491835,0.548027,oscillating
0.939931,1.90782,1.68507,0.445079,0.508265,oscillating
0.771651,1.35608,1.00434,0.602714,0.717161,oscillating
1.99276,-1.55439,0.789644,1.48763,0.46021,converging
0.484705,-0.777989,1.77206,1.25579,0.308343,converging
-1.32461,-2.56826,2.03283,0.940269,0.67396,oscillating
-0.2933,0.503306,2.56824,0.611918,0.431491,converging
0.964549,-0.531595,1.47098,0.611493,0.621627,converging
-0.111316,-0.537646,1.214,0.586324,0.720097,converging
-0.103871,1.42924,1.21683,1.12795,0.233575,oscillating
0.103426,-1.44663,1.08738,0.920315,0.455724,converging
-0.580515,-1.8879,1.46084,1.05205,0.278974,oscillating
-0.0747614,1.81763,2.03748,0.733512,0.138199,oscillating
-0.330701,3.04876,0.955327,0.542655,0.58647,diverging
0.903427,1.79393,1.76811,1.45412,0.184361,oscillating
-1.12002,1.77755,1.52663,0.514048,0.0498799,diverging
0.300842,-2.1817,1.99587,1.35625,0.073605,diverging
-0.593177,6.14506,1.57482,0.971032,0.51242,diverging
-1.19161,2.71507,1.86273,1.16221,0.579638,converging
0.265817,-5.60035,1.91869,1.13872,0.0413159,diverging
1.25981,-2.89227,0.971533,1.5981,0.45732,oscillating
0.77083,1.7853,1.63246,0.967518,0.181713,diverging
-0.658348,0.305529,0.700631,0.581166,0.522079,converging
-0.596284,-0.330196,1.79244,0.789291,0.451915,converging
-1.84935,4.33874,1.78512,1.36853,0.302371,diverging
-0.130231,-2.4803,2.44172,0.73317,0.731343,converging
1.21695,4.92822,1.1704,1.28862,0.230687,diverging
-0.61632,-3.70591,0.97529,0.913205,0.443595,diverging
-0.826121,4.35374,1.967,0.58247,0.260452,diverging
1.78105,-3.52826,1.85079,0.989111,0.440401,diverging
0.80327,-1.44321,1.71597,0.942967,0.0891089,oscillating
1.58994,-3.08091,1.2463,0.912962,0.0904576,diverging
-0.197313,-2.17751,1.34801,1.36788,0.472612,oscillating
-0.557368,-0.954151,1.29512,0.628299,0.342273,converging
-0.0720239,0.488021,0.994244,0.83282,0.176452,converging
-0.639615,-1.08148,1.93635,0.590403,0.0150602,oscillating
-1.47241,-2.34074,1.53031,1.1131,0.317278,diverging
-1.02615,1.81074,1.40655,1.1051,0.325834,oscillating
-1.34175,-0.863359,1.5457,0.637319,0.462917,oscillating
1.21253,-1.19855,1.12652,0.993857,0.469352,converging
-0.108473,-1.29841,0.876594,0.588422,0.262654,oscillating
-1.65208,-6.99119,2.24275,1.12222,0.152661,diverging
0.521901,0.416793,1.95668,1.15437,0.456666,converging
-0.529786,-2.06066,1.54148,0.883067,0.73966,converging
0.908825,7.21418,1.47366,0.874835,0.302636,diverging
0.0139337,-3.49101,1.38431,0.623429,0.512906,diverging
0.8148,3.54014,0.671694,0.839414,0.234469,diverging
1.66421,3.06948,2.16311,1.03549,0.235125,diverging
0.00471684,-6.39056,1.07924,1.51061,0.423241,diverging
0.118298,-4.73339,1.30694,1.51391,0.67627,diverging
-1.06543,1.13161,2.02002,1.23374,0.107296,oscillating
0.367,0.934541,1.41755,0.735877,0.739138,converging
1.26225,3.1392,1.00326,1.49271,0.386476,diverging
1.06851,-1.95091,0.929224,0.712826,0.466334,oscillating
1.11369,5.19455,1.96155,1.21866,0.252772,diverging
0.206203,-0.280932,1.68005,0.708624,0.433721,converging
0.247013,1.29594,1.99555,1.16827,0.341788,converging
0.688505,1.68151,0.805486,1.80592,0.27013,oscillating
0.329793,0.689603,2.00638,0.80825,0.40933,converging
0.00108856,6.31566,0.672547,1.30993,0.247675,diverging
0.913526,-0.99423,1.97791,0.857052,0.730853,converging
-1.07388,-2.99538,1.00584,0.913069,0.247303,diverging
-0.340256,-4.8228,2.13123,0.799144,0.294763,diverging
0.663406,-1.64452,1.73181,0.98281,0.475262,converging
-0.613953,3.0638,1.80409,0.933956,0.200818,diverging
-1.12567,4.8062,1.59184,1.9,0.058937,diverging
-0.240713,-1.97316,1.99284,0.913023,0.411957,converging
-0.143762,-2.21089,0.796287,0.743294,0.305984,diverging
1.04688,0.810012,1.69901,0.934684,0.00497936,oscillating
-1.34531,-0.0474486,1.68984,1.08235,0.171358,oscillating
-0.307216,-1.50963,1.32024,1.04499,0.0999237,oscillating
-1.13741,-6.45633,1.10777,0.921076,0.00292597,diverging
-1.44797,2.51241,0.868077,1.29149,0.120893,diverging
-1.14675,0.497582,0.972254,0.777616,0.621908,converging
-0.158249,-1.88623,1.73596,1.47246,0.700645,converging
